sno,context,charA,charB,relation,movie_name,GenderA,GenderB,GenderNeutral,RaceA,RaceB,Remarks
149," Alvy: I distinctly heard it.  He muttered under his breath, 'Jew.'
Rob: You're crazy!
Alvy: No, I'm not.  We were walking off the tennis court, and you know, he was there and me and his wife, and he looked at her and then they both looked at me, and under his breath he said, 'Jew.'
Rob: Alvy, you're a total paranoid.
Alvy: Wh- How am I a paran-?  Well, I pick up on those kind o' things.  You know, I was having lunch with some guys from NBC, so I said ... uh, 'Did you eat yet or what?'
Rob: Ah, Max, you, uh ...
Alvy: Stop calling me Max.
Rob: Why, Max?  It's a good name for you.  Max, you see conspiracies in everything.
Alvy: No, I don't!  You know, I was in a record store.  Listen to this -so I know there's this big tall blond crew-cutted guy and he's lookin' at me in a funny way and smiling and he's saying, 'Yes, we have a sale this week on Wagner.' Wagner, Max, Wagner-so I know what he's really tryin' to tell me very significantly Wagner.
Rob: Right, Max.  California, Max.
Alvy: Ah.
Rob: Let's get the hell outta this crazy city.
Alvy: Forget it, Max.
Alvy: No, I cannot.  You keep bringing it up, but I don't wanna live in a city where the only cultural advantage is that you can make a right turn on a red light.
Rob: Right, Max, forget it.  Aren't you gonna be late for meeting Annie?
Alvy: I'm gonna meet her in front of the Beekman. ",Alvy,Rob,Friends,Annie Hall,Male,Male,1,White,White,
150," Rob: Max, my serve is gonna send yuh to the showers-
Alvy: Right, right, so g-get back to what we were discussing, the failure of the country to get behind New York City is-is anti-Semitism.
Rob: Max, the city is terribly worried.
Alvy: But the- I'm not discussing politics or economics.  This is foreskin.
Rob: No, no, no, Max, that's a very convenient out.  Every time some group disagrees with you it's because of anti-Semitism.
Alvy: Don't you see?  The rest of the country looks upon New York like we're-we're left-wing Communist, Jewish, homosexual, pornographers. ",Alvy,Rob,Friends,Annie Hall,Male,Male,1,White,White,
151," Alvy: Yeah, the neighborhood's gonna be great.
Rob: We can show her the schoolyard.
Alvy: Right.  I was a great athlete.  Tell her, Max, I was the best, I was all schoolyard.
Rob: Yes, I remember.
Alvy: Yeah, well, I used to lose my glasses a lot. ",Alvy,Rob,Friends,Annie Hall,Male,Male,1,White,White,
152," Rob: You're lucky, Max-where I used to live is now a pornographic equipment store.
Alvy: I have some very good memories there.
Rob: What kind of good memories, Max?
Alvy: Yeah, and always over the most ridiculous things. ",Alvy,Rob,Friends,Annie Hall,Male,Male,1,White,White,
153," Rob: No kidding?
Alvy: Right-well, Santa Claus will have sunstroke.
Rob: Max, there's no crime, there's no mugging.
Alvy: There's no economic crime, you know, but there's-there's ritual, religious- ",Alvy,Rob,Friends,Annie Hall,Male,Male,1,White,White,
154," Rob: Give me a tremendous laugh here, Charlie.
Alvy: Look, uh ...
Rob: We do the show live in front of an audience.
Alvy: Great, but nobody laughs at it 'cause your jokes aren't funny.
Rob: Yeah, well, that's why this machine is dynamite. ",Alvy,Rob,Friends,Annie Hall,Male,Male,1,White,White,
155," Rob: What's the matter?
Alvy: I don't know, I just got-I got very dizzy...
Rob: Well, sit down.
Alvy: Oh, Jesus.
Rob: You all right?
Alvy: I don't know, I mean, I-
Alvy: No, no-my, you know, my stomach felt queasy all morning.  I just started getting ...
Rob: How about a ginger ale?
Alvy: Oh, Max ... no, I maybe I better lie down. ",Alvy,Rob,Friends,Annie Hall,Male,Male,1,White,White,
156," Rob: You like this house, Max?
Alvy: M'hm.
Rob: I even brought a road map to get us to the bathroom.
Alvy: Whee, you shoulda told me it was Tony Lacey's party.
Rob: What difference does that make?
Alvy: I think he has a little thing for Annie.
Rob: Oh, no, no, that's bullshit, Max.  He goes with that girl over there.
Alvy: Where? ",Alvy,Rob,Friends,Annie Hall,Male,Male,1,White,White,
157," Rob: The one with the V.P.L.
Alvy: V.P.L.?
Rob: Visible panty line.  Max, she is gorgeous.
Alvy: Yeah, she's a ten, Max, and that's great for you because you're -you're used to twos, aren't you?
Rob: There are no twos, Max.
Alvy: Yeah, you're used to the kind with the-
Rob: M'hm.
Alvy: And ... uh-
Rob: How do you like this couple, Max?
Rob: And I think they just came back from Masters and Johnson.
Alvy: Yeah, intensive care ward. ",Alvy,Rob,Friends,Annie Hall,Male,Male,1,White,White,
158," Alvy: So long, fellas.  Keep in touch.
Rob: Imagine my surprise when I got your call, Max.
Rob: Twins, Max.  Sixteen-year-olds.  Can you imagine the mathematical possibilities?
Alvy: You're an actor, Max.  You should be doing Shakespeare in the Park.
Rob: Oh, I did Shakespeare in the Park, Max.
Alvy: Max, are we driving through plutonium?
Rob: Keeps out the alpha rays, Max.  You don't get old. ",Alvy,Rob,Friends,Annie Hall,Male,Male,1,White,White,
159," Tony: Excuse me.
Annie: Oh.
Tony: Hi, I'm-I'm Tony Lacey.
Annie: Well, hi!
Tony: Uh, we just wanted to stop by and say that we really enjoyed your sets.
Annie: Oh, yeah, really, oh!
Tony: I though it was ... very musical, and I liked it a lot.
Annie: Oh, neat ... oh, that's very nice, gosh, thanks a lot.
Tony: Are you ... are you recording?  Or do-
Annie: No, no, no, not at all.
Tony: Uh, well, I'd like to talk to you about that sometime, if you get a chance.
Annie: Oh.  What about?
Annie: Well, hey, that's, that's nice.  Uh.
Tony: No, I don't-I don't know, but I-I know your work.  I'm a big fan of yours. ",Annie,Tony,Professional Contact,Annie Hall,Female,Male,1,White,White,
160," Tony: Oh, well, I-if it's inconvenient, eh, we can't do it now ... that's fine, too.  W-w-w-we'll do it another time.
Annie: Hey-
Tony: Maybe if you're on the Coast, we'll get together and ... and we'll meet there.
Annie: Oh.
Tony: It was a wonderful set.
Annie: Oh, gosh.
Tony: I really enjoyed it. ",Annie,Tony,Professional Contact,Annie Hall,Female,Male,1,White,White,
161," Tony: We just need about six weeks, in about six weeks we could cut a whole album.
Annie: I don't know, this is strange to me, you know.
Annie: Oh.
Tony: There's a whole wing in this house.
Annie: Oh yeah, stay here?  U-huh.
Tony: You can have it to use.  Why-why are you smiling?
Annie: I don't know.  I don't know. ",Annie,Tony,Professional Contact,Annie Hall,Female,Male,1,White,White,
162," Annie: Boy, this is really a nice screening room.  It's really a nice room.
Tony: Oh, and there's another thing about New York.  See ... you-you wanna see a movie, you have to stand in a long line.
Annie: Yeah.
Tony: It could be freezing, it could be raining.
Annie: Yeah.
Tony: And here, you just- ",Annie,Tony,Professional Contact,Annie Hall,Female,Male,1,White,White,
163," Nick: Don't worry what it says in the book.
Sal: Right.
Nick: Just forget that. Forget what it says in the book.
Sal: I'm gonna start slow... At the top.
Nick: Great. That's great.
Sal: That's my plan.
Nick: See you Monday.
Sal: See you Monday. ",Nick,Sal,Colleague/Partners,The Deer Hunter,Male,Male,1,White,White,Can't find info about Sal
164," Sal: Hello?
Nick: Sal? Sal, it's me, Nick.
Sal: Nick. Hey. How's things?
Nick: Oh. You know. How's it with you?
Sal: Same. Hey. Same old stuff.
Nick: What's that noise?
Sal: What?
Nick: What's that noise?
Sal: John Wayne... Listen, Nick --
Nick: Great. Hey. That's great.
Sal: Listen, Nick --
Nick: John Wayne's great... Listen, Sal.
Sal: I'm gonna stay here, Nick.
Nick: What?
Sal: Place is great. Really. One great place... Basketball, bowling. You name it. Canasta. Hearts. Lots of guys are making salad bowls. What I'll do is make a salad bowl for you, unless you'd rather have a pencil holder. The pencil holder's neat, I mean --
Nick: Wait a minute. Sal. Hold it. John Wayne's making so much noise I can hardly --
Sal: I gotta get back, Nick.
Sal: They're passing out popcorn now, so I'll be talking to you... maybe next year. ",Nick,Sal,Colleague/Partners,The Deer Hunt e,Male,Male,1,White,White,
165," Nick: Sal, we need you. We need you.
Sal: Hey, Nick. How can you need me?
Nick: We do, Sal. We do... You're the heart.
Nick: Sal, you're gonna die! You're gonna sit in that corner watching soaps and you're gonna die!... I'm not saying it's gonna be the same. It's not gonna be the same, but whatever it's gonna be we're all gonna do it, Sal. God damn it we are! We are gonna do it!
Sal: Nick. I'm so scared. I'm so fuckin' scared to go home.
Nick: I know. It's like coming from the moon. Or Mars.
Sal: Did you go hunting.
Nick: Yeah.
Sal: Did you get one?
Nick: No.
Sal: You didn't get a deer?
Nick: I tracked this one, a big buck. ",Nick,Sal,Colleague/Partners,The Deer Hunt e,Male,Male,1,White,White,
166," Sal: Where?
Nick: Here. Behind you.
Sal: I don't know.
Nick: Maybe Angela brought you stuff. I know she said --
Nick: Shit!
Sal: Mom keeps sending me socks, Nick. I mean, if it's socks or something just let 'em go. ",Nick,Sal,Colleague/Partners,The Deer Hunt e,Male,Male,1,White,White,
167," Sal: Who is it, Nick? Who is it? I don't understand.
Nick: It's Merle, Sal.
Sal: Merle? ... Merle's alive?
Nick: I saw him last night. I thought I was dreaming. I thought I was out of my mind.
Sal: Merle gave me this?
Nick: Yeah.
Sal: But, Nick... Hey, I mean, where would a guy like Merle get money like this?
Nick: Oh cards, maybe. Poker... It's getting cold, Sal. I'm going to take you in.
Sal: Trip? What do you mean, Nick? You said you'd be --
Nick: It's okay. Hey, it's okay! Just a week. Just to see Phantom Mary.
Sal: Phantom Mary?
Nick: Didn't I ever tell you about Phantom Mary?
Sal: No.
Nick: Well... Phantom Mary's on my mother's side. Naturally no one there admits it because Phantom Mary's pretty weird... You want to hear the whole story?
Sal: Yeah!
Nick: Like I say, Phantom Mary's pretty weird... Lives alone, lives way out in the middle of nowhere with a cat called Pajamas and a cow called Fred. Well, last week I got a call from Phantom Mary, which in itself was very strange... ",Nick,Sal,Colleague/Partners,The Deer Hunt e,Male,Male,1,White,White,
168," Vickie: I just wanted to say hello.
Jake: You wanted to say hello, eh? I can't believe it. When did you fall outa heaven? Anyone ever tell you you're the most beautiful one here, princess of the pool. You got a baby face. Look at mine. Whatcha wanna meet me for?
Vickie: I don't know. 'Cause you're cute.
Jake: Ya hear, Joey? She thinks this face is cute? Hey, whatcha doin' now?
Vickie: Sure. Gimme a few minutes.
Jake: Hey... ",Jake,Vickie,Spouse,Raging Bull,Male,Female,1,White,White,
169," Vickie: You don't talk very much.
Jake: I ain't ever talked to a movie star before.
Vickie: I ain't no movie star. I'm just in high school.
Jake: Oh no? I thought you was a movie star.
Vickie: Jake! The bus!
Jake: Any bus gives you trouble, I knock it out for ya. ",Jake,Vickie,Spouse,Raging Bull,Male,Female,1,White,White,
170," Vickie: You go first. Let me watch how to do this.
Jake: You don't get nothin' done by watchin'. You just gotta do it.
Jake: That's it. Just grip up a little tighter. That's it. You're gonna be real good at this. How does that feel?
Vickie: It feels real good.
Jake: Just keep your eye on the ball.
Vickie: Should I hit it?
Jake: Just give it a nice little tap.
Vickie: I can't find my ball.
Jake: Can you see it?
Vickie: No.
Vickie: Can you see it?
Jake: No.
Vickie: What does that mean?
Jake: It means the game is over.
Jake: Let's get outa here. ",Jake,Vickie,Spouse,Raging Bull,Male,Female,1,White,White,
171," Vickie: Are you sure we should be doing this?
Jake: Come over here.
Vickie: You said never to touch you before a fight.
Jake: If you let me do it, I'll murder you. Come here.
Vickie: You said I couldn't. You've been good for two weeks...
Jake: Come here.
Jake: Take off my pants.
Vickie: Jake...
Jake: Do what I say.
Jake: Now take the rest off.
Vickie: Jake, you made me promise not to get you excited.
Jake: Go 'head. Do it.
Vickie: I like the gym smell.
Jake: Now take your panties off.
Jake: Now, touch me...
Vickie: Oh, Jake.
Jake: I can't do it. I can't fool around. ",Jake,Vickie,Spouse,Raging Bull,Male,Female,1,White,White,
172," Vickie: Joey's right. Janiro's up-and coming, he's good looking...
Jake: What do you mean, 'good looking?'
Vickie: Well, he's popular. A lotta people like Janiro. You beat him and it only figures they'll wanna see you get a title shot. But, what do I know? I should keep my mouth shut, I should...
Jake: Who asked you?
Vickie: But, Jake, I was just...
Jake: Who asked you?
Vickie: I was just...
Jake: Who asked you?
Jake: All right, manager. Everybody had their say around here. Now this is what I'm gonna say. I'm gonna get down to 155, and I'm gonna destroy this kid -- get my title shot. And don't ever bet 15 thousand without my sayso again. ",Jake,Vickie,Spouse,Raging Bull,Male,Female,1,White,White,
173," Jake: What're you lookin' at? You lookin' at him?
Vickie: No, I'm not. I'm looking at you.
Jake: Don't tell me 'No.' I saw you lookin' at him. Why, you like him?
Vickie: I'm not interested in him.
Jake: You're not interested in him?
Vickie: No, I'm not.
Jake: In other words, you're not interested in him but you'd be interested in somebody else, right?
Vickie: Jake, c'mon now. Don't start. ",Jake,Vickie,Spouse,Raging Bull,Male,Female,1,White,White,
